Year Month,Postal Code,Customer Class,Total Gallons
201606,78725,Commercial,3943800
201809,78726,City of Austin,15000
201610,78737,Irrigation - Commercial,117600
201411,78756,Irrigation - Commercial,692900
201310,78748,Irrigation - City of Austin,20400
201203,78766,Irrigation - Commercial,24000
201505,78731,Commercial,12599300
201205,78756,City of Austin,23200
201206,78748,Irrigation - City of Austin,26000
201809,78756,City of Austin,141300
201707,78714,Irrigation - Commercial,0
201808,78729,Irrigation - City of Austin,33800
201712,78750,City of Austin,334300
201801,78652,Irrigation - Commercial,188800
201207,78719,Commercial,5548900
201506,78705,Commercial,26714200
201712,78739,Commercial,975100
201611,78722,Irrigation - Commercial,873400
201208,78751,Irrigation - Commercial,609200
201804,78701,Irrigation - Commercial,2555800
201407,78739,Irrigation - Commercial,3923500
201706,78710,Commercial,24800
201612,78753,City of Austin,87200
201504,78719,Commercial,4056400
201502,78739,Irrigation - Commercial,359000
201202,78742,Commercial,350700
201310,78617,Commercial,13589000
201207,78748,Commercial,12111800
201802,78728,Wholesale,32072600
201308,78731,Irrigation - Commercial,7048500
201406,78754,Irrigation - Commercial,6394200
201408,78701,Large Volume,875300
201606,78751,Commercial,13019700
201506,78731,Commercial,12365700
201806,78748,Wholesale,614500
201211,78735,Commercial,8626400
201301,78744,Commercial,22435000
201303,78739,Irrigation - Commercial,1243700
201405,78758,Commercial,44002900
201708,78749,Austin Water Utility,0
201711,78731,Commercial,13577500
201705,78617,Commercial,14948100
201401,78757,Irrigation - City of Austin,35500
201803,78660,Irrigation - City of Austin,0
201305,78753,Irrigation - Commercial,9975800
201611,78766,Commercial,4800
201801,78617,Irrigation - Commercial,458500
201709,78758,Irrigation - Commercial,15999900
201709,78717,Irrigation - Commercial,10648200
201607,78739,Commercial,978800
201206,78723,Irrigation - Commercial,1708600
201807,78752,Irrigation - Commercial,4846800
201406,78739,Commercial,1317600
201710,78725,Commercial,7927400
201305,78749,Austin Water Utility,500
201801,78617,Commercial,12216100
201301,78721,Commercial,7590500
201702,78735,Commercial,7944700
201404,78749,City of Austin,38900
201406,78736,Irrigation - Commercial,119500
201712,78710,Irrigation - Commercial,0
201802,78744,Austin Water Utility,1091700
201304,78714,Irrigation - Commercial,0
201402,78725,Austin Water Utility,234000
201602,78747,Wholesale,4989200
201802,78702,Austin Water Utility,88900
201406,78757,Irrigation - City of Austin,900
201309,78750,Commercial,9676600
201512,78727,Commercial,17554800
201707,78732,Irrigation - Commercial,0
201204,78737,Commercial,401600
201807,78739,Irrigation - Commercial,4479500
201704,78742,Commercial,617700
201710,78742,Austin Water Utility,0
201801,78744,Commercial,26312600
201509,78751,Commercial,16664000
201712,78652,Commercial,807600
201207,78727,Commercial,16897000
201605,78745,Commercial,28512100
201307,78748,City of Austin,51200
201302,78660,Irrigation - Commercial,1632000
201402,78745,City of Austin,215600
201508,78739,City of Austin,10000
201410,78749,Irrigation - Commercial,9016400
201801,78705,Austin Water Utility,2800
201405,78754,Commercial,13566800
201211,78745,Commercial,27573600
201308,78739,City of Austin,9000
201512,78750,Irrigation - Commercial,2553000
201611,78757,City of Austin,352400
201302,78758,City of Austin,167800
201711,78756,Irrigation - Commercial,860500
201706,78757,City of Austin,1011900
201506,78712,Large Volume,10437000
201803,78703,Austin Water Utility,10300
201806,78704,Irrigation - Commercial,6379100
201601,78723,City of Austin,1622400
201808,78727,City of Austin,29000
201512,78752,Irrigation - Commercial,1588500
201211,78745,Irrigation - Commercial,6444600
201809,78721,Austin Water Utility,144800
201806,78729,Irrigation - City of Austin,44500
201301,78722,City of Austin,52200
201311,78724,Commercial,4337300
201804,78750,Irrigation - City of Austin,132500
201806,78755,Commercial,89500
201509,78710,Commercial,20500
201711,78751,City of Austin,34000
201306,78745,Irrigation - City of Austin,100200
201805,78719,Irrigation - City of Austin,378900
201712,78722,Irrigation - Commercial,739400
201804,78719,Irrigation - Commercial,482500
201805,78704,Commercial,33582800
201511,78746,Irrigation - Commercial,5079100
201206,78723,Commercial,14692400
201202,78757,Irrigation - City of Austin,61000
201511,78750,Austin Water Utility,844000
201805,78766,Irrigation - Commercial,0
201706,78748,Irrigation - Commercial,7324900
201803,78748,Wholesale,492700
201703,78732,Irrigation - Commercial,0
201202,78725,Commercial,5308700
201707,78744,Commercial,35787000
201808,78653,Irrigation - Commercial,2531800
201710,78717,Irrigation - Commercial,8098700
201405,78735,Irrigation - Commercial,3979300
201305,78705,Commercial,36141600
201408,78722,City of Austin,54600
201502,78748,Commercial,11902800
201801,78749,City of Austin,263200
201404,78703,Commercial,12819200
201306,78721,Irrigation - Commercial,1276100
201804,78741,Large Volume,31435000
201806,78746,Austin Water Utility,870200
201411,78653,Irrigation - Commercial,243000
201407,78653,Commercial,296300
201701,78742,Commercial,691900
201804,78703,Irrigation - City of Austin,243800
201809,78742,City of Austin,0
201704,78722,Commercial,4554200
201809,78660,Irrigation - City of Austin,0
201612,78730,Irrigation - Commercial,3286500
201312,78731,Irrigation - Commercial,1524700
201212,78701,Commercial,67010900
201804,78752,Irrigation - City of Austin,50700
201204,78750,Irrigation - City of Austin,95800
201712,78751,Commercial,11458800
201205,78735,Irrigation - Commercial,3695900
201710,78736,Commercial,2601600
201807,78752,Austin Water Utility,0
201710,78735,Wholesale,294700
201304,78745,Irrigation - Commercial,5419700
201307,78703,City of Austin,4171200
201312,78748,Commercial,11045800
201408,78725,Commercial,4339300
201501,78753,Austin Water Utility,3800
201206,78747,Wholesale,5706400
201306,78753,Austin Water Utility,400
201201,78721,Irrigation - City of Austin,10200
201602,78766,Commercial,5200
201302,78653,Irrigation - Commercial,266200
201204,78749,Austin Water Utility,0
201808,78725,City of Austin,600000
201303,78759,Austin Water Utility,19200
201404,78751,Commercial,13363700
201602,78712,Large Volume,4463600
201204,78752,Commercial,23667500
201803,78703,City of Austin,556700
201704,78705,Commercial,27417900
201409,78703,City of Austin,2269000
201604,78732,Irrigation - Commercial,0
201808,78752,Commercial,29520100
201501,78750,Commercial,9449000
201303,78749,Commercial,9699100
201807,78750,City of Austin,375600
201210,78712,Commercial,8513000
201412,78751,Commercial,12044000
201506,78741,Commercial,17197400
201805,78702,City of Austin,1353000
201711,78753,Austin Water Utility,42300
201204,78702,City of Austin,923000
201403,78724,Commercial,4498200
201803,78653,Wholesale,0
201809,78724,Commercial,7184700
201601,78748,City of Austin,36000
201202,78751,Commercial,11077000
201512,78660,Commercial,4413400
201807,78717,Austin Water Utility,0
201712,78727,City of Austin,22900
201809,78746,Commercial,19358600
201603,78749,City of Austin,37000
201701,78749,Austin Water Utility,300
201406,78754,Commercial,15110000
201809,78726,Commercial,6331800
201805,78660,Irrigation - City of Austin,0
201204,78759,Irrigation - Commercial,6246600
201607,78704,City of Austin,3005000
201809,78712,Commercial,8784000
201706,78744,Irrigation - Commercial,11289800
201402,78757,Irrigation - City of Austin,51300
201609,78746,Irrigation - Commercial,6616300
201708,78750,Irrigation - Commercial,10045300
201308,78753,City of Austin,1204000
201507,78753,City of Austin,1098900
201206,78756,City of Austin,315100
201303,78766,Irrigation - Commercial,45000
201507,78703,City of Austin,1921900
201807,78722,Irrigation - Commercial,1320500
201308,78747,Wholesale,6374200
201504,78745,Wholesale,5747100
201612,78617,Commercial,13287200
201602,78724,Commercial,5161300
201802,78754,Large Volume,190105200
201409,78702,Irrigation - Commercial,2642900
201603,78745,Commercial,27548400
201410,78736,Commercial,1353300
201809,78721,Commercial,5615300
201403,78745,Commercial,27171400
201309,78757,Irrigation - Commercial,1458000
201802,78731,Irrigation - City of Austin,218300
201306,78757,Commercial,16500300
201809,78722,Irrigation - City of Austin,213200
201307,78739,City of Austin,7000
201403,78737,Irrigation - Commercial,185400
201704,78754,Commercial,10864300
201505,78749,Commercial,9001000
201607,78714,Commercial,782000
201609,78721,Commercial,7286500
201212,78757,Commercial,15885000
201608,78705,Commercial,30772700
201703,78758,Commercial,44933800
201505,78727,Irrigation - Commercial,5392900
201710,78735,Commercial,10972000
201503,78737,Irrigation - Commercial,102400
201712,78752,Commercial,21911600
201309,78737,Irrigation - Commercial,600800
201209,78701,Large Volume,1737000
201602,78703,City of Austin,585800
201509,78737,Irrigation - Commercial,514200
201309,78745,Wholesale,12380400
201407,78751,Commercial,15490600
201602,78710,Irrigation - Commercial,0
201808,78723,Austin Water Utility,45600
201410,78752,Commercial,25875000
201401,78755,Commercial,29400
201711,78759,City of Austin,41100
201804,78617,Irrigation - Commercial,524100
201801,78704,Irrigation - City of Austin,232800
201806,78712,Large Volume,11788300
201208,78721,Austin Water Utility,6600
201605,78745,Irrigation - City of Austin,24100
201405,78722,Commercial,5140900
201711,78729,Commercial,10817600
201801,78739,Wholesale,13139900
201809,78705,Commercial,30352200
201302,78725,Commercial,4672000
201403,78748,Irrigation - Commercial,2439400
201208,78617,Commercial,10451100
201703,78725,Commercial,3916100
201405,78745,Commercial,29681200
201212,78721,Commercial,6940400
201611,78750,City of Austin,381700
201506,78739,Irrigation - Commercial,730800
201206,78741,Irrigation - Commercial,4036900
201311,78753,Commercial,34675400
201410,78703,Commercial,14383900
201802,78719,Wholesale,2018200
201205,78759,City of Austin,207900
201806,78705,Commercial,28271400
201801,78744,Austin Water Utility,1591700
201502,78748,City of Austin,31900
201403,78749,Irrigation - Commercial,2884700
201312,78757,City of Austin,141700
201205,78755,Commercial,64200
201308,78748,Irrigation - City of Austin,17500
201703,78759,Commercial,35947600
201404,78739,Commercial,1018100
201208,78719,Commercial,5416500
201202,78724,Commercial,3683100
201503,78721,Irrigation - Commercial,176600
201402,78754,Commercial,9393700
201804,78744,Commercial,28725000
201805,78660,Irrigation - Commercial,2108000
201203,78759,Commercial,37061600
201202,78748,City of Austin,50500
201402,78741,Commercial,16408500
201704,78737,Commercial,404900
201212,78754,Irrigation - Commercial,6885600
201201,78723,Irrigation - Commercial,2454800
201302,78745,City of Austin,325500
201308,78759,Commercial,48704600
201302,78710,Commercial,42300
201307,78723,City of Austin,4553900
201606,78748,Commercial,12158800
201808,78717,Irrigation - Commercial,13087900
201706,78750,Irrigation - Commercial,8337800
201604,78756,Commercial,10309400
201601,78732,Commercial,91000
201209,78750,Commercial,10987500
201408,78745,Irrigation - City of Austin,117700
201705,78748,Irrigation - Commercial,5529500
201206,78722,Commercial,4631500
201610,78705,Commercial,31484500
201203,78703,Commercial,15333600
201309,78759,Austin Water Utility,16800
201308,78714,Irrigation - Commercial,0
201503,78739,Austin Water Utility,0
201402,78766,Irrigation - Commercial,0
201604,78766,Irrigation - Commercial,0
201301,78747,Wholesale,4773700
201809,78617,Austin Water Utility,1527400
201405,78723,Commercial,15483800
201208,78735,Irrigation - Commercial,6876000
201306,78744,Commercial,29713900
201404,78721,City of Austin,334100
201307,78660,Commercial,4487700
201410,78730,Irrigation - Commercial,3986900
201807,78750,Irrigation - City of Austin,65900
201712,78723,Austin Water Utility,125300
201703,78736,Irrigation - Commercial,87700
201502,78745,City of Austin,72200
201405,78721,Commercial,7598300
201809,78652,Commercial,713400
201305,78739,Irrigation - Commercial,2708500
201310,78725,Austin Water Utility,158400
201504,78710,Commercial,24200
201302,78753,Irrigation - Commercial,5910900
201408,78739,Commercial,3988100
201806,78745,Commercial,30272500
201612,78748,City of Austin,73200
201604,78660,Commercial,4618600
201607,78755,Commercial,25400
201807,78742,Commercial,1033000
201309,78766,Commercial,5100
201808,78748,Irrigation - City of Austin,18800
201301,78721,Austin Water Utility,5300
201504,78705,Large Volume,6413000
201602,78753,Austin Water Utility,300
201710,78660,Irrigation - Commercial,3446600
201708,78748,Irrigation - City of Austin,11900
201209,78725,Commercial,5849900
201711,78705,City of Austin,555200
201602,78739,Commercial,931500
201602,78755,Commercial,34800
201805,78712,Irrigation - Commercial,6698300
201809,78751,Commercial,12296600
201608,78748,Irrigation - Commercial,9152700
201806,78701,Irrigation - City of Austin,529800
201711,78758,Irrigation - City of Austin,2281200
201306,78617,Commercial,12505500
201406,78731,Irrigation - Commercial,3473100
201305,78757,City of Austin,898000
201804,78749,City of Austin,92300
201303,78742,Commercial,430100
201802,78730,City of Austin,18200
201610,78727,Irrigation - Commercial,8822600
201307,78757,Commercial,16939000
201507,78756,Irrigation - Commercial,565300
201501,78741,Commercial,16956800
201501,78727,Commercial,17957000
201603,78725,Commercial,3784900
201512,78731,Irrigation - City of Austin,9200
201809,78652,Irrigation - Commercial,4585800
201411,78731,City of Austin,634900
201602,78723,Irrigation - Commercial,3504200
201208,78750,City of Austin,403100
201310,78754,Commercial,15983100
201709,78726,Commercial,8123200
201802,78710,Commercial,29500
201606,78741,Commercial,17872000
201208,78753,Austin Water Utility,600
201606,78766,Irrigation - Commercial,0
201403,78712,Commercial,5676200
201201,78753,City of Austin,485000
201406,78617,Commercial,11468900
201201,78744,Commercial,21058500
201711,78758,Irrigation - Commercial,9147400
201808,78705,Irrigation - Commercial,3635100
201408,78752,Irrigation - Commercial,3092500
201704,78721,Austin Water Utility,5800
201404,78749,Commercial,10439500
201212,78731,Commercial,13048400
201802,78703,Irrigation - City of Austin,93300
201712,78722,Commercial,4115500
201303,78751,Irrigation - Commercial,342600
201609,78703,Commercial,13647900
201711,78702,Commercial,24550100
201802,78735,City of Austin,122000
201304,78712,Irrigation - Commercial,3507600
201211,78748,City of Austin,92200
201205,78751,Irrigation - Commercial,685200
201608,78745,Commercial,32636500
201407,78722,City of Austin,33900
201405,78732,Commercial,803900
201304,78722,Commercial,4433500
201609,78702,Commercial,28378800
201205,78759,Commercial,41517700
201307,78745,Irrigation - City of Austin,92700
201603,78753,Commercial,36706200
201402,78721,City of Austin,136500
201406,78744,Commercial,29961000
201201,78753,Irrigation - Commercial,5390100
201804,78702,Irrigation - Commercial,2093800
201809,78749,Irrigation - City of Austin,68900
201804,78728,Commercial,7932000
201801,78754,Commercial,10915000
201804,78728,Irrigation - Commercial,2155200
201806,78752,Irrigation - Commercial,2842600
201803,78723,Commercial,17730600
201806,78741,Irrigation - Commercial,4611000
201510,78719,Commercial,5379900
201805,78749,Austin Water Utility,1500
201612,78749,Irrigation - Commercial,3905000
201305,78721,Austin Water Utility,5500
201711,78660,Commercial,5119600
201609,78737,Commercial,367400
201207,78710,Commercial,37200
201204,78705,Large Volume,5144000
201703,78746,City of Austin,1325700
201711,78704,City of Austin,1119400
201209,78744,Commercial,31315300
201612,78748,Commercial,11765000
201302,78747,Irrigation - Commercial,502600
201309,78748,Irrigation - Commercial,11656300
201801,78727,Commercial,18565200
201608,78617,Commercial,14293500
201506,78723,Commercial,16214700
201211,78727,Irrigation - Commercial,7344000
201809,78759,Irrigation - Commercial,16048300
201604,78735,Commercial,9305300
201412,78759,Commercial,33672700
201602,78705,Irrigation - Commercial,1141200
201602,78752,City of Austin,45400
201807,78756,Austin Water Utility,44900
201803,78752,Irrigation - City of Austin,109600
201807,78721,City of Austin,1642800
201712,78617,Irrigation - City of Austin,0
201204,78756,Irrigation - Commercial,1082300
201808,78617,Irrigation - City of Austin,0
201609,78702,Irrigation - Commercial,2363000
201809,78759,Irrigation - City of Austin,600
201212,78758,Commercial,41999800
201502,78722,City of Austin,27900
201310,78731,Irrigation - City of Austin,19800
201712,78729,City of Austin,61600
201611,78759,Commercial,37833400
201501,78756,Commercial,10188200
201808,78722,Commercial,4660900
201808,78712,Irrigation - Commercial,13817300
201510,78702,City of Austin,1150300
201803,78729,Irrigation - City of Austin,0
201508,78723,Commercial,19793100
201809,78702,Irrigation - City of Austin,1253000
201506,78721,Commercial,5447200
201412,78750,Austin Water Utility,686200
201212,78701,Large Volume,336600
201507,78701,Commercial,83702000
201509,78723,Irrigation - Commercial,7523200
201404,78723,Commercial,15129000
201712,78719,Austin Water Utility,238900
201505,78712,Commercial,10150900
201711,78742,Irrigation - Commercial,148200
201303,78736,Commercial,1344600
201409,78710,Commercial,26600
201701,78746,Commercial,10858800
201806,78704,City of Austin,3183700
201509,78732,Commercial,91600
201610,78739,Irrigation - Commercial,1979300
201711,78702,Austin Water Utility,26000
201805,78739,Commercial,1218000
201411,78747,Irrigation - Commercial,4113700
201204,78739,City of Austin,8000
201711,78717,City of Austin,196000
201803,78726,City of Austin,26000
201311,78660,Commercial,3974800
201205,78710,Commercial,33300
201704,78722,Irrigation - Commercial,742500
201508,78746,City of Austin,3399900
201508,78653,Irrigation - Commercial,837100
201510,78723,Irrigation - Commercial,6839600
201808,78757,Irrigation - City of Austin,53400
201604,78752,City of Austin,49800
201603,78766,Commercial,5700
201210,78739,City of Austin,8000
201703,78722,City of Austin,32300
201502,78721,City of Austin,100200
201309,78712,Large Volume,16698700
201806,78753,Irrigation - Commercial,10780300
201808,78746,Austin Water Utility,323700
201803,78747,Commercial,2535000
201405,78731,Irrigation - Commercial,2919400
201605,78653,Irrigation - Commercial,672000
201710,78723,Irrigation - Commercial,3981000
201405,78756,Irrigation - Commercial,587200
201306,78759,Commercial,42610200
201305,78756,Commercial,13048400
201710,78756,Irrigation - City of Austin,0
201702,78753,Irrigation - Commercial,3570900
201801,78702,Irrigation - Commercial,850900
201311,78747,Wholesale,4535600
201412,78759,Irrigation - Commercial,6727100
201512,78748,Irrigation - City of Austin,4500
201304,78703,City of Austin,1040900
201801,78723,Austin Water Utility,53000
201210,78751,Commercial,15823500
201303,78710,Commercial,34500
201308,78721,Irrigation - City of Austin,14900
201211,78750,Commercial,9324300
201707,78750,Commercial,10647500
201603,78744,Irrigation - Commercial,5854000
201507,78756,City of Austin,259200
201501,78758,Commercial,43870000
201208,78745,Commercial,31374900
201407,78617,Commercial,10904800
201705,78751,Commercial,11615200
201302,78731,City of Austin,224500
201206,78750,Commercial,9960400
201304,78756,Irrigation - Commercial,696800
201806,78735,Austin Water Utility,0
201203,78723,Irrigation - Commercial,3220900
201703,78702,Commercial,23563000
201212,78753,Austin Water Utility,1800
201505,78739,Irrigation - Commercial,638600
201506,78753,City of Austin,470000
201704,78704,Commercial,32543000
201711,78742,Austin Water Utility,0
201203,78748,City of Austin,38200
201807,78741,Irrigation - City of Austin,1860600
201403,78758,Commercial,39332500
201705,78755,Commercial,25600
201803,78753,Irrigation - Commercial,4771500
201310,78723,City of Austin,3942700
201511,78732,Irrigation - Commercial,0
201702,78751,Irrigation - Commercial,228800
201706,78745,Wholesale,9137000
201505,78744,Commercial,27989800
201706,78744,Commercial,34740800
201509,78752,Irrigation - Commercial,4213300
201503,78746,Irrigation - Commercial,1171600
201609,78751,Irrigation - Commercial,617000
201209,78741,Commercial,20899700
201408,78756,Irrigation - Commercial,795300
201611,78753,Irrigation - Commercial,10713900
201709,78756,Irrigation - Commercial,1216900
201809,78751,Irrigation - City of Austin,800
201711,78722,Irrigation - Commercial,1110900
201311,78727,Commercial,18796100
201506,78757,Irrigation - Commercial,801400
201711,78752,Irrigation - Commercial,3514700
201404,78719,Commercial,4157200
201403,78653,Irrigation - Commercial,306300
201307,78701,Commercial,84419400
201312,78759,City of Austin,68700
201206,78737,Commercial,488600
201509,78745,Commercial,33678800
201809,78754,Irrigation - City of Austin,500
201605,78756,Irrigation - Commercial,390800
201601,78737,Commercial,257300
201702,78748,Irrigation - City of Austin,0
201803,78704,Irrigation - City of Austin,87400
201406,78701,Large Volume,265000
201306,78757,Irrigation - Commercial,1187900
201209,78747,Irrigation - Commercial,1308300
201403,78731,Irrigation - Commercial,1669300
201601,78723,Irrigation - Commercial,4063100
201710,78712,Irrigation - Large Volume,23142000
201804,78747,Commercial,4534000
201207,78722,Commercial,4470600
201609,78739,Commercial,1159200
201312,78753,Irrigation - Commercial,6987200
201405,78758,City of Austin,1551000
201309,78757,Irrigation - City of Austin,69900
201305,78749,Irrigation - Commercial,7727300
201308,78759,Irrigation - Commercial,16351000
201503,78732,Irrigation - Commercial,0
201501,78660,Commercial,4402100
201202,78759,Irrigation - Commercial,5197600
201411,78731,Commercial,13889000
201703,78737,Irrigation - Commercial,112400
201701,78710,Irrigation - Commercial,0
201512,78722,Irrigation - Commercial,553300
201511,78703,Commercial,15107700
201210,78705,Irrigation - Commercial,3013600
201205,78756,Irrigation - Commercial,788400
201803,78759,Commercial,32369500
201504,78704,City of Austin,1139600
201602,78739,Irrigation - Commercial,147500
201807,78702,Austin Water Utility,48000
201206,78701,Large Volume,1793000
201402,78712,Large Volume,8735700
201205,78748,City of Austin,56600
201803,78729,Wholesale,21890400
201804,78722,City of Austin,26800
201612,78753,Irrigation - Commercial,8464900
201301,78745,Commercial,27225200
201508,78703,City of Austin,3162300
201609,78735,Commercial,10761500
201512,78750,City of Austin,168900
201805,78745,Commercial,26470600
201704,78723,City of Austin,2457000
201502,78701,Large Volume,538000
201209,78721,Austin Water Utility,6600
201210,78748,City of Austin,41900
201610,78724,Commercial,8880900
201405,78750,Irrigation - Commercial,6853600
201807,78741,City of Austin,1470700
201601,78735,Irrigation - Commercial,1726800
201809,78726,Irrigation - Commercial,4220500
201410,78730,Commercial,3276800
201710,78701,Irrigation - Commercial,3646100
201412,78744,Irrigation - Commercial,5512300
201403,78660,Irrigation - Commercial,608400
201606,78731,Commercial,14417400
201405,78736,Commercial,1160300
201411,78741,Commercial,18935000
201412,78714,Irrigation - Commercial,0
201610,78714,Irrigation - Commercial,0
201806,78754,Commercial,15923300
201807,78681,Commercial,753300
201504,78714,Commercial,373700
201807,78712,Commercial,6664300
201511,78727,Commercial,17183200
201202,78703,Irrigation - Commercial,769900
201808,78735,Austin Water Utility,0
201510,78703,Irrigation - Commercial,2828000
201708,78741,Commercial,17057300
201412,78745,Irrigation - Commercial,3220800
201707,78727,Irrigation - Commercial,8572100
201405,78756,Commercial,12221700
201801,78653,Commercial,1198100
201512,78759,Austin Water Utility,52000
201207,78751,Commercial,16024700
201802,78704,Austin Water Utility,6900
201307,78749,City of Austin,395400
201302,78721,Austin Water Utility,5800
201402,78751,Irrigation - Commercial,199200
201509,78757,Irrigation - Commercial,1529400
201209,78714,Irrigation - Commercial,338000
201608,78750,Austin Water Utility,1098100
201805,78736,Irrigation - Commercial,529100
201403,78758,Irrigation - Commercial,5072900
201605,78727,Irrigation - Commercial,4723900
201801,78735,Austin Water Utility,0
201805,78741,Irrigation - City of Austin,1019100
201703,78749,Commercial,10168500
201308,78721,Austin Water Utility,9500
201612,78754,Irrigation - Commercial,4157800
201407,78753,Irrigation - Commercial,9086000
201801,78702,City of Austin,1426000
201801,78725,City of Austin,276900
201202,78653,Irrigation - Commercial,9300
201605,78757,Commercial,15976700
201801,78751,Irrigation - Commercial,679400
201411,78745,City of Austin,393400
201802,78756,Irrigation - Commercial,350500
201709,78722,Commercial,4885600
201611,78745,Wholesale,9831400
201503,78705,Large Volume,6045000
201803,78613,Commercial,3897500
201607,78653,Commercial,942200
201809,78703,City of Austin,2200500
201302,78753,Commercial,32298400
201604,78755,Commercial,29300
201304,78702,Irrigation - Commercial,1987600
201702,78747,Irrigation - Commercial,422800
201312,78750,Irrigation - Commercial,2089000
201401,78742,Commercial,477700
201711,78729,Wholesale,33230400
201711,78703,Irrigation - City of Austin,975200
201803,78747,Austin Water Utility,0
201209,78741,Irrigation - Commercial,6582600
201502,78721,Austin Water Utility,9200
201511,78759,Irrigation - Commercial,11835400
201308,78759,City of Austin,90700
201512,78756,City of Austin,22200
201801,78722,Irrigation - Commercial,609400
201510,78739,Irrigation - Commercial,5195000
201404,78732,Irrigation - Commercial,0
201611,78758,City of Austin,237900
201805,78752,Irrigation - Commercial,1728600
201207,78705,Large Volume,5523000
201705,78739,Commercial,827800
201208,78754,Commercial,20836000
201512,78712,Commercial,9325000
201608,78739,City of Austin,113500
201807,78704,Commercial,38091300
201412,78705,Irrigation - Commercial,1408800
201210,78752,City of Austin,226100
201611,78653,Commercial,479300
201710,78712,Irrigation - Commercial,2429700
201608,78747,Commercial,1383900
201709,78703,Irrigation - Commercial,2771500
201605,78749,City of Austin,48900
201304,78739,Irrigation - Commercial,2249800
201711,78752,Commercial,22296800
201607,78722,Irrigation - Commercial,1220000
201801,78756,Irrigation - City of Austin,0
201707,78722,Irrigation - Commercial,1095500
201805,78751,Irrigation - Commercial,2286100
201706,78746,Commercial,14772000
201808,78756,Commercial,14730600
201805,78652,Commercial,447600
201801,78748,Commercial,12282900
201704,78752,City of Austin,45700
201406,78719,Commercial,5032300
201307,78749,Irrigation - Commercial,9731700
201405,78748,Irrigation - City of Austin,20600
201507,78759,Commercial,44284500
201608,78705,Irrigation - Commercial,3892300
201309,78749,Commercial,12302800
201303,78730,Commercial,2394900
201606,78721,Commercial,5358500
201602,78731,City of Austin,333200
201507,78748,Irrigation - City of Austin,13500
201305,78725,Austin Water Utility,265500
201306,78727,Commercial,16332100
201805,78613,Austin Water Utility,0
201208,78731,Commercial,22369200
201809,78710,Commercial,45800
201403,78759,Austin Water Utility,175200
201404,78739,City of Austin,7000
201609,78714,Irrigation - Commercial,0
201710,78746,Commercial,16067300
201805,78725,Austin Water Utility,69900
201408,78747,Irrigation - Commercial,4855200
201507,78737,Commercial,296000
201409,78653,Commercial,1235700
201806,78653,Commercial,2329500
201503,78739,Irrigation - Commercial,522300
201607,78745,Irrigation - City of Austin,57500
201201,78752,Commercial,22199100
201809,78758,Irrigation - City of Austin,1274000
201304,78766,Irrigation - Commercial,29000
201704,78712,Large Volume,13953500
201801,78736,Irrigation - Commercial,223900
201705,78746,City of Austin,654300
201406,78739,City of Austin,9000
201609,78703,City of Austin,1982100
201502,78745,Irrigation - City of Austin,38800
201408,78755,Commercial,33700
201409,78703,Commercial,16463700
201608,78710,Commercial,21300
201210,78751,Irrigation - Commercial,454100
201401,78748,Commercial,12098500
201803,78735,Large Volume,35582000
201710,78755,Commercial,47000
201505,78721,Irrigation - Commercial,265600
201803,78752,Irrigation - Commercial,1572400
201403,78753,Commercial,35059000
201406,78745,Wholesale,9243500
201502,78702,Irrigation - Commercial,913600
201512,78759,Irrigation - City of Austin,57600
201808,78727,Commercial,31489200
201407,78741,Commercial,19748400
201802,78701,Austin Water Utility,191000
201309,78753,Irrigation - Commercial,12681200
201809,78705,Austin Water Utility,3100
201302,78751,Commercial,11907800
201503,78702,Commercial,20689700
201712,78681,Commercial,319600
201606,78752,Irrigation - Commercial,1709500
201509,78739,Commercial,1319000
201502,78753,Commercial,29533000
201804,78754,Large Volume,180289800
201501,78710,Commercial,27600
201604,78724,Commercial,5383500
201201,78741,Commercial,14763500
201303,78748,Irrigation - Commercial,3494400
201709,78759,Austin Water Utility,13600
201801,78757,Irrigation - Commercial,848300
201502,78617,Commercial,8906400
201806,78712,Irrigation - Commercial,10675000
201410,78714,Irrigation - Commercial,0
201702,78617,Commercial,11546000
201408,78752,City of Austin,1001200
201604,78744,Irrigation - Commercial,6334800
201308,78721,City of Austin,3399800
201702,78756,City of Austin,19200
201807,78725,Commercial,9551600
201406,78731,City of Austin,1588000
201703,78712,Large Volume,17900600
201307,78747,Wholesale,6323700
201405,78753,Austin Water Utility,500
201805,78714,Commercial,344000
201605,78747,Commercial,1214000
201509,78750,Irrigation - City of Austin,4100
201806,78746,Irrigation - City of Austin,12400
201406,78745,Commercial,30309900
201706,78751,Commercial,12405100
201805,78717,Commercial,6662600
201805,78701,Austin Water Utility,132000
201204,78742,Commercial,561000
201404,78653,Commercial,127400
201706,78766,Commercial,6500
201711,78725,Austin Water Utility,426000
201508,78745,Wholesale,11477200
201207,78722,City of Austin,85800
201202,78739,Commercial,1677400
201209,78745,Irrigation - City of Austin,162100
201407,78725,Austin Water Utility,132500
201712,78741,Large Volume,31538200
201611,78751,Commercial,13912900
201308,78749,Austin Water Utility,200
201301,78723,Commercial,12893600
201605,78751,Commercial,11231200
201405,78736,Irrigation - Commercial,111300
201803,78746,Irrigation - City of Austin,2000
201601,78721,Commercial,4999200
201802,78728,Commercial,6340800
201301,78705,Irrigation - Commercial,1898000
201408,78745,Wholesale,11015400
201201,78759,City of Austin,31100
201411,78748,Commercial,13477600
